molecule,domain,start,end
AB000HONKF,CLP_protease,20,179
AB000HOP6C,CLP_protease,44,219
AB000HPOQD,CLP_protease,16,195
AB000HPOQE,CLP_protease,21,193
AB000HPRDJ,CLP_protease,36,210
AB000HPRDK,CLP_protease,19,190
AB000HPTBJ,CLP_protease,28,201
AB000HPTBK,CLP_protease,27,201
AB000HQZ62,CLP_protease,48,222
AB000HR0PS,CLP_protease,11,181
AB000HR7BL,CLP_protease,13,192
AB000HR7HL,CLP_protease,13,192
AB000HRACU,CLP_protease,21,200
AB000HRB9R,CLP_protease,20,191
AB000HRBCF,CLP_protease,17,195
AB000HRMAG,CLP_protease,26,202
AB000HRMAH,CLP_protease,13,192
AB000HRV4K,CLP_protease,21,200
AB000HRXRM,CLP_protease,17,196
AB000HSUJ8,CLP_protease,13,192
AB000HTXC0,CLP_protease,16,189
AB000HTZ93,CLP_protease,33,208
AB000HTZ94,CLP_protease,27,200
AB000HU5TQ,CLP_protease,26,205
AB000HWJZ6,CLP_protease,27,201
AB000HWJZ7,CLP_protease,6,179
AB000HWL1F,CLP_protease,30,205
AB000HWL1G,CLP_protease,19,193
AB000HWRZS,CLP_protease,16,188
AB000HWRZT,CLP_protease,35,214
AB000HWT08,CLP_protease,24,203
AB000HWYTW,CLP_protease,25,200
AB000HWYTX,CLP_protease,14,188
AB000HX3QP,CLP_protease,22,201
AB000HX5F2,SDH_sah,30,99
AB000HX7RY,CLP_protease,30,205
AB000HX7RZ,CLP_protease,7,180
AB000HXAHP,CLP_protease,23,196
AB000HXAHQ,CLP_protease,27,201
AB000HXBZ2,CLP_protease,27,201
AB000HXBZ3,CLP_protease,12,186
AB000HY6KD,CLP_protease,13,192
AB000HYUDJ,CLP_protease,28,199
AB000HYVSS,CLP_protease,21,200
AB000HYWFT,SDH_sah,78,134
AB000HYZJE,CLP_protease,26,205
AB000HZ1RW,CLP_protease,20,194
AB000HZ30B,CLP_protease,18,191
AB000HZ4FF,CLP_protease,26,205
AB000I0136,CLP_protease,43,218
AB000I041S,CLP_protease,43,217
AB000I09RP,CLP_protease,43,217
AB000I0EFF,SDH_sah,35,94
AB000I0EN7,CLP_protease,43,218
AB000I0PG6,CLP_protease,12,191
AB000I0RZ3,CLP_protease,15,193
AB000I1ITG,CLP_protease,25,204
AB000I1K5E,SDH_sah,53,113
AB000I23OH,CLP_protease,18,194
AB000I25J7,CLP_protease,37,213
AB000I4PUU,CLP_protease,20,199
AB000I59R7,CLP_protease,36,212
AB000I59R8,CLP_protease,12,186
AB000I7NP2,CLP_protease,13,191
AB000I7NZ9,CLP_protease,13,192
AB000I7OHV,SDH_sah,51,110
AB000I7RXP,CLP_protease,33,210
AB000I7RXQ,CLP_protease,9,180
AB000I7TES,CLP_protease,27,206
AB000I7WPL,CLP_protease,52,225
AB000I7XX4,CLP_protease,54,228
AB000I8164,CLP_protease,19,197
AB000I8165,CLP_protease,48,216
AB000I81SQ,CLP_protease,11,190
AB000I81TV,CLP_protease,36,213
AB000I852J,CLP_protease,29,208
AB000I89XR,CLP_protease,22,201
AB000I8M2E,CLP_protease,47,220
AB000I8M2F,CLP_protease,37,208
AB000I94M9,CLP_protease,17,199
AB000I960L,CLP_protease,22,201
AB000I9GGZ,CLP_protease,27,201
AB000I9GH0,CLP_protease,38,214
AB000I9J47,CLP_protease,13,192
AB000I9XEE,CLP_protease,24,200
AB000I9XEF,CLP_protease,12,186
AB000I9XFY,CLP_protease,14,185
AB000I9XG1,CLP_protease,25,193
AB000IA74D,CLP_protease,18,197
AB000IATGS,CLP_protease,47,221
AB000IB4RA,CLP_protease,23,202
AB000IBBUN,CLP_protease,27,206
AB000ICT76,CLP_protease,38,217
AB000ICUE1,CLP_protease,11,190
AB000ICUF0,CLP_protease,27,216
AB000ICUF1,CLP_protease,3,185
AB000ICUF2,CLP_protease,17,196
AB000ICX4C,CLP_protease,18,197
AB000ICX4D,CLP_protease,49,217
AB000ICXBK,CLP_protease,11,190
AB000ICYLE,CLP_protease,39,217
AB000ICZLX,CLP_protease,17,195
AB000ICZLY,CLP_protease,28,207
AB000ID1Y6,CLP_protease,11,190
AB000ID2Y4,CLP_protease,39,217
AB000ID4OJ,CLP_protease,40,218
AB000ID6FC,CLP_protease,11,190
AB000ID6PC,CLP_protease,17,195
AB000ID6PD,CLP_protease,28,207
AB000IDBPT,CLP_protease,46,221
AB000IDEQE,CLP_protease,13,192
AB000IFO0F,CLP_protease,36,215
AB000IFOAZ,CLP_protease,26,194
AB000IFTFT,CLP_protease,24,193
AB000IFVBO,CLP_protease,30,195
AB000IFW64,CLP_protease,26,205
AB000IGD49,CLP_protease,20,199
AB000IGD4A,CLP_protease,6,178
AB000IGDB9,CLP_protease,16,193
AB000IGDBA,CLP_protease,19,186
AB000IGNFJ,CLP_protease,31,210
AB000IGNFK,CLP_protease,6,178
AB000IGY3V,CLP_protease,26,205
AB000IHMIN,SDH_sah,46,108
AB000IHO14,CLP_protease,13,192
AB000IHREI,CLP_protease,19,198
AB000II616,CLP_protease,39,187
AB000II6VF,CLP_protease,22,201
AB000IJEMK,CLP_protease,14,195
AB000IK2PE,CLP_protease,8,180
AB000IK2PF,CLP_protease,32,209
AB000IK3VD,CLP_protease,15,194
AB000IK3VE,CLP_protease,14,185
AB000IK858,CLP_protease,30,209
AB000IQNL4,CLP_protease,15,186
AB000IQNL5,CLP_protease,16,193
AB000IQP7O,CLP_protease,12,185
AB000IQP7P,CLP_protease,36,212
AB000IRD1G,CLP_protease,25,204
AB000IRZ46,CLP_protease,20,200
AB000IS0YJ,CLP_protease,45,225
AB000IS0YK,CLP_protease,34,206
AB000IS2TF,CLP_protease,15,195
AB000IS2TG,CLP_protease,28,200
AB000ISOA0,CLP_protease,15,194
AB000ISOA1,CLP_protease,14,185
AB000ISOAM,CLP_protease,12,186
AB000ISOAN,CLP_protease,37,212
AB000IVS2I,CLP_protease,22,201
AB000IWKFV,CLP_protease,13,185
AB000IWKFW,CLP_protease,38,213
AB000IWO3U,CLP_protease,12,191
AB000IWO94,SDH_sah,57,116
AB000IWTNO,CLP_protease,22,195
AB000IWTNP,CLP_protease,44,220
AB000IY8RM,CLP_protease,52,226
AB000IY9E7,CLP_protease,51,224
AB000IYID3,CLP_protease,22,201
AB000IYQCY,CLP_protease,13,192
AB000IYT83,CLP_protease,14,192
AB000IYTEO,CLP_protease,12,181
AB000IYU02,CLP_protease,13,192
AB000IYV7K,CLP_protease,13,191
AB000IYW47,CLP_protease,13,192
AB000IYXRW,CLP_protease,13,192
AB000J2EEU,CLP_protease,36,204
AB000J2FNP,SDH_sah,37,111
AB000J2G60,CLP_protease,22,201
AB000J2SAB,SDH_sah,74,136
AB000J2UC2,CLP_protease,22,200
AB000J2X39,CLP_protease,21,200
AB000J2YLW,CLP_protease,24,203
AB000JB3L4,CLP_protease,21,200
AB000JC0QM,CLP_protease,48,191
AB000JC24J,CLP_protease,12,192
AB000JCDIT,CLP_protease,48,191
AB000JCE0G,SDH_sah,34,146
AB000JCEF5,CLP_protease,12,192
AB000JD23Z,CLP_protease,21,200
AB000JD35T,CLP_protease,17,196
AB000JDBWK,CLP_protease,25,204
AB000JEDR6,CLP_protease,20,200
AB000JEEUY,CLP_protease,30,210
AB000JEEUZ,CLP_protease,16,188
AB000JEGFV,CLP_protease,15,195
AB000JEGFW,CLP_protease,29,200
AB000JGC9Q,CLP_protease,13,192
AB000JGEHZ,CLP_protease,10,180
AB000JGFQU,CLP_protease,29,208
AB000JH9G3,CLP_protease,14,185
AB000JH9G4,CLP_protease,15,194
AB000JHCRI,CLP_protease,36,209
AB000JHCRJ,CLP_protease,19,193
AB000JKZTK,CLP_protease,51,221
AB000JL0EX,SDH_sah,64,127
AB000JL1EU,CLP_protease,13,192
AB000JL1FO,CLP_protease,13,192
AB000JMDQN,CLP_protease,40,218
AB000JMGR7,CLP_protease,18,195
AB000JMGR8,CLP_protease,28,207
AB000JMH2P,CLP_protease,11,190
AB000JMQGP,CLP_protease,25,204
AB000JN1Q6,CLP_protease,27,206
AB000JNTQD,CLP_protease,21,200
AB000JNZVD,CLP_protease,11,192
AB000JO0PI,SDH_sah,19,156
AB000JOFTJ,CLP_protease,17,195
AB000JOIWY,CLP_protease,21,200
AB000JQTFG,CLP_protease,24,195
AB000JQTFH,CLP_protease,47,225
AB000JSE5D,CLP_protease,19,198
AB000JSF60,CLP_protease,17,196
AB000JT809,CLP_protease,18,194
AB000JT883,CLP_protease,26,205
AB000JTPTM,CLP_protease,22,200
AB000JTRF6,CLP_protease,38,204
AB000JU8Q2,CLP_protease,13,185
AB000JU8Q3,CLP_protease,16,194
AB000JU9ZQ,CLP_protease,38,218
AB000JU9ZR,CLP_protease,12,186
AB000JW1SB,CLP_protease,25,204
AB000JW2EI,CLP_protease,252,399
AB000JW5BU,CLP_protease,44,218
AB000JW6M5,SDH_sah,50,113
AB000JW6PJ,CLP_protease,13,192
AB000JW9BS,SDH_sah,50,114
AB000JWNIM,CLP_protease,13,192
AB000JWNTD,SDH_sah,37,97
AB000JYAE4,CLP_protease,14,192
AB000JYD09,CLP_protease,13,192
AB000JYF93,SDH_sah,59,130
AB000JYGGW,CLP_protease,13,192
AB000JYGOP,SDH_sah,44,113
AB000K4RO7,CLP_protease,29,208
AB000K5I0Z,CLP_protease,22,200
AB000K5J1V,CLP_protease,34,202
AB000K5LZI,SDH_sah,18,102
AB000K5M24,CLP_protease,13,192
AB000K616H,CLP_protease,13,192
AB000K61LT,SDH_sah,68,132
AB000K62TK,SDH_sah,55,166
AB000K63NV,CLP_protease,38,173
AB000K64B0,CLP_protease,13,192
AB000K64Y0,CLP_protease,13,192
AB000K67HF,SDH_sah,61,120
AB000K69YV,SDH_sah,51,120
AB000K6A1E,CLP_protease,13,192
AB000K6GA9,SDH_sah,56,120
AB000K6GBP,CLP_protease,13,192
AB000K6JH2,CLP_protease,19,197
AB000K6JS0,CLP_protease,37,209
AB000K6NQO,CLP_protease,13,192
AB000K6OKS,CLP_protease,40,173
AB000K8LBV,CLP_protease,47,223
AB000K8M95,CLP_protease,11,180
AB000KAVYV,SDH_sah,27,113
AB000KAWED,CLP_protease,22,201
AB000KDHHY,CLP_protease,13,191
AB000KDHQR,CLP_protease,13,192
AB000KDJ94,CLP_protease,13,192
AB000KE8ML,CLP_protease,35,214
AB000KE8NH,SDH_sah,64,120
AB000KF4LM,CLP_protease,50,217
AB000KF4LN,CLP_protease,20,79
AB000KF4LN,CLP_protease,88,210
AB000KF4LO,CLP_protease,17,195
AB000KF7Y1,CLP_protease,12,191
AB000KF81W,CLP_protease,41,219
AB000KFXVF,CLP_protease,11,192
AB000KFYGI,CLP_protease,37,173
AB000KGBSQ,CLP_protease,17,195
AB000KGCLT,CLP_protease,24,193
AB000KGEQG,CLP_protease,34,213
AB000KJXM9,CLP_protease,20,200
AB000KJYT3,CLP_protease,33,213
AB000KJYT4,CLP_protease,16,188
AB000KLUWQ,CLP_protease,25,196
AB000KLUWR,CLP_protease,15,195
AB000KLWCV,CLP_protease,31,211
AB000KLWCW,CLP_protease,16,188
AB000KMM99,CLP_protease,21,200
AB000KMN9G,CLP_protease,21,191
AB000KMNC2,CLP_protease,18,195
AB000KOISR,CLP_protease,13,192
AB000KOJEV,SDH_sah,54,140
AB000KPLPG,CLP_protease,16,188
AB000KPLPH,CLP_protease,37,217
AB000KPN1B,CLP_protease,19,200
AB000KRR2I,CLP_protease,17,196
AB000KRRLP,CLP_protease,22,201
AB000KSR44,CLP_protease,51,218
AB000KSTXJ,CLP_protease,39,214
AB000KSTXK,CLP_protease,12,186
AB000KSTZH,CLP_protease,15,185
AB000KSTZI,CLP_protease,15,193
AB000KVTBN,CLP_protease,8,180
AB000KVTBO,CLP_protease,26,203
AB000KWIHO,CLP_protease,48,223
AB000KWKYE,CLP_protease,32,166
AB000KY2YQ,CLP_protease,20,201
AB000KY3L1,SDH_sah,73,131
AB000KYLO6,CLP_protease,20,200
AB000KYN79,SDH_sah,65,134
AB000KYP6Y,CLP_protease,20,199
AB000KYVP8,CLP_protease,26,205
AB000KYW73,CLP_protease,23,194
AB000KYX64,CLP_protease,13,192
AB000L2LZT,CLP_protease,16,195
AB000L3APT,CLP_protease,12,191
AB000L3ASL,SDH_sah,44,108
AB000L3HYJ,CLP_protease,11,192
AB000L3IKP,SDH_sah,49,111
AB000L4RBR,CLP_protease,47,223
AB000L4RVH,CLP_protease,9,181
AB000L5SDZ,CLP_protease,34,213
AB000L5TPJ,SDH_sah,76,133
AB000L6IHY,CLP_protease,22,201
AB000L6MIH,SDH_sah,58,123
AB000L6MTD,CLP_protease,13,192
AB000L8M0E,CLP_protease,13,192
AB000L98XC,CLP_protease,13,192
AB000L993Y,SDH_sah,40,100
AB000L9RI4,CLP_protease,14,191
AB000LAKIX,CLP_protease,35,213
AB000LATQ6,CLP_protease,16,185
AB000LATQ7,CLP_protease,15,195
AB000LAUF0,CLP_protease,12,185
AB000LAUF1,CLP_protease,38,219
AB000LB954,CLP_protease,24,203
AB000LCD8F,CLP_protease,22,201
AB000LCLOP,CLP_protease,13,192
AB000LCTP9,CLP_protease,43,218
AB000LFYR2,CLP_protease,22,201
AB000LG21S,CLP_protease,22,201
AB000LGL2D,CLP_protease,12,191
AB000LHH59,SDH_sah,64,128
AB000LHH59,Mu-like_Pro,243,384
AB000LHIT8,CLP_protease,38,213
AB000LHIT9,CLP_protease,11,186
AB000LHU94,CLP_protease,14,193
AB000LI0G1,CLP_protease,17,196
AB000LI34S,CLP_protease,45,214
AB000LI34T,CLP_protease,16,196
AB000LI3U3,CLP_protease,11,190
AB000LI3V1,CLP_protease,34,212
AB000LIJ7K,CLP_protease,13,192
AB000LKUYL,Mu-like_gpT,535,607
AB000LKUYL,SDH_sah,61,121
AB000LKVVV,CLP_protease,26,205
AB000LKXQB,SDH_sah,46,106
AB000LKY27,Mu-like_gpT,487,557
AB000LKY27,SDH_sah,39,104
AB000LL2UE,CLP_protease,26,205
AB000LL3I6,Mu-like_gpT,541,603
AB000LL3I6,SDH_sah,61,121
AB000LL5LZ,Mu-like_gpT,484,557
AB000LL5LZ,SDH_sah,37,104
AB000LL5M4,Mu-like_gpT,541,603
AB000LL5M4,SDH_sah,61,121
AB000LP9V5,CLP_protease,9,185
AB000LPBJ2,CLP_protease,13,192
AB000LPH1H,CLP_protease,12,190
AB000LPOGN,CLP_protease,3,167
AB000LPOWX,CLP_protease,12,194
AB000LPUCI,SDH_sah,53,119
AB000LPUG3,CLP_protease,12,192
AB000LU1N1,CLP_protease,27,200
AB000LU3UH,CLP_protease,28,201
AB000LU3UI,CLP_protease,35,210
AB000LUGQG,CLP_protease,20,199
AB000LUILB,SDH_sah,77,141
AB000LXBJW,CLP_protease,11,185
AB000LXC33,SDH_sah,50,110
AB000LXCOD,CLP_protease,13,191
AB000LXTP1,CLP_protease,26,205
AB000LXUGA,CLP_protease,76,205
AB000LXYGS,CLP_protease,16,190
AB000LXYGT,CLP_protease,29,209
AB000LXZMR,CLP_protease,20,199
AB000LY2H0,CLP_protease,15,195
AB000LY2H1,CLP_protease,24,196
AB000M091V,CLP_protease,14,193
AB000M098K,CLP_protease,9,181
AB000M1WVC,CLP_protease,28,207
AB000M1WVD,CLP_protease,18,195
AB000M1YCE,CLP_protease,11,190
AB000M1YFQ,CLP_protease,40,218
AB000M2004,CLP_protease,14,193
AB000M25ZC,CLP_protease,20,200
AB000M275T,CLP_protease,32,212
AB000M275U,CLP_protease,16,188
AB000M28YB,CLP_protease,15,195
AB000M28YC,CLP_protease,30,201
AB000M2OCU,CLP_protease,41,217
AB000M2OCV,CLP_protease,15,188
AB000M2OIP,SDH_sah,58,116
AB000M2QKH,CLP_protease,19,197
AB000M2WZV,CLP_protease,36,179
AB000M2XVP,CLP_protease,34,213
AB000M485C,CLP_protease,36,213
AB000M485D,CLP_protease,8,179
AB000M4HG5,CLP_protease,23,200
AB000M4HG6,CLP_protease,12,186
AB000M4VOH,CLP_protease,22,201
AB000M4YPO,CLP_protease,22,201
AB000M61JN,CLP_protease,17,196
AB000M621I,CLP_protease,21,200
AB000M63L2,CLP_protease,34,210
AB000M64HM,CLP_protease,15,194
AB000M79MV,CLP_protease,44,220
AB000M79MW,CLP_protease,17,190
AB000M9YPS,CLP_protease,16,188
AB000M9YPT,CLP_protease,32,209
AB000MCHP6,CLP_protease,50,225
AB000MCJ12,CLP_protease,51,224
AB000MCJJ0,CLP_protease,16,195
AB000MCKS5,CLP_protease,2,173
AB000MCKS6,CLP_protease,25,199
AB000MCY8M,CLP_protease,13,192
AB000MD01C,CLP_protease,38,218
AB000MD01D,CLP_protease,16,188
AB000MD0CP,CLP_protease,20,200
AB000MD8ZT,CLP_protease,14,192
AB000MFV0C,CLP_protease,26,205
AB000MG09G,CLP_protease,42,210
AB000MG14L,CLP_protease,15,194
AB000MG14M,CLP_protease,16,186
AB000MG18F,CLP_protease,12,185
AB000MG18G,CLP_protease,38,213
AB000MG8VU,SDH_sah,76,132
AB000MGAU5,CLP_protease,21,200
AB000MGCB8,CLP_protease,31,202
AB000MGDLT,CLP_protease,24,203
AB000MGEM0,SDH_sah,67,122
AB000MGIZY,CLP_protease,58,233
AB000MGL6Q,CLP_protease,22,201
AB000MHOAN,CLP_protease,49,223
AB000MHYIM,CLP_protease,24,170
AB000MHZYY,CLP_protease,58,232
AB000MIBDC,CLP_protease,27,197
AB000MICA7,CLP_protease,21,200
AB000MJTK6,CLP_protease,14,195
AB000MJTTO,CLP_protease,37,173
AB000MJU1K,CLP_protease,22,153
AB000MJZRX,CLP_protease,45,221
AB000MK1QK,CLP_protease,18,197
AB000MM0WP,CLP_protease,13,192
AB000MM2Y2,CLP_protease,13,191
AB000MM3SW,CLP_protease,8,187
AB000MMBD2,CLP_protease,25,204
AB000MN1JI,CLP_protease,17,194
AB000MN1JJ,CLP_protease,30,205
AB000MSHS8,CLP_protease,25,197
AB000MSHS9,CLP_protease,15,195
AB000MSI56,CLP_protease,6,182
AB000MSJFD,CLP_protease,37,217
AB000MSJFE,CLP_protease,17,189
AB000MSP4G,CLP_protease,16,195
AB000MSP4H,CLP_protease,15,187
AB000MSQCW,CLP_protease,30,206
AB000MSQCX,CLP_protease,25,199
AB000MSQUN,CLP_protease,25,161
AB000MSZTL,CLP_protease,43,218
AB000MUI0B,SDH_sah,28,103
AB000MUIOS,CLP_protease,12,191
AB000MV33X,CLP_protease,13,193
AB000MV3FZ,CLP_protease,13,194
AB000MV7N2,CLP_protease,25,205
AB000MV7N3,CLP_protease,28,200
AB000MVBWS,CLP_protease,47,221
AB000MVKEM,CLP_protease,45,221
AB000MVLL4,CLP_protease,22,197
AB000MVM6A,CLP_protease,41,189
AB000MVSLI,CLP_protease,16,188
AB000MVSLJ,CLP_protease,37,217
AB000MVU0D,CLP_protease,16,195
AB000MVU0E,CLP_protease,30,201
AB000MWJXJ,CLP_protease,12,191
AB000MWO3H,CLP_protease,26,205
AB000MWOHH,CLP_protease,23,193
AB000MWQBS,CLP_protease,63,207
AB000MX8FO,SDH_sah,40,102
AB000MX8LR,CLP_protease,13,192
AB000MX9UP,CLP_protease,13,192
AB000MXAUN,CLP_protease,13,192
AB000MXCV6,SDH_sah,49,111
AB000MXDEQ,CLP_protease,13,191
AB000MYOBX,CLP_protease,36,215
AB000MYOWJ,CLP_protease,28,207
AB000MZ0RE,CLP_protease,53,227
AB000MZ2KN,CLP_protease,62,237
AB000MZI6E,CLP_protease,35,214
AB000N3G7W,CLP_protease,21,200
AB000N3GMU,CLP_protease,17,196
AB000N4DYI,CLP_protease,15,188
AB000N4K2L,CLP_protease,19,193
AB000N4K2M,CLP_protease,27,200
AB000N50Y2,SDH_sah,29,98
AB000N51C9,CLP_protease,81,215
AB000N52WP,CLP_protease,38,217
AB000N5W20,CLP_protease,45,211
AB000N5WL7,CLP_protease,22,200
AB000N5XAF,SDH_sah,33,111
AB000N5XSX,SDH_sah,37,117
AB000N95UN,CLP_protease,12,187
AB000N95UO,CLP_protease,54,233
AB000N9687,CLP_protease,15,194
AB000N9688,CLP_protease,19,185
AB000N9N0Q,CLP_protease,18,197
AB000NAFZU,SDH_sah,54,122
AB000NAGK4,CLP_protease,36,215
AB000NAH2P,SDH_sah,48,121
AB000NAHK3,CLP_protease,23,202
AB000NAKGQ,CLP_protease,25,196
AB000NAKGR,CLP_protease,15,195
AB000NAL0H,CLP_protease,20,200
AB000NAM9M,CLP_protease,46,226
AB000NAM9N,CLP_protease,34,207
AB000NAR7T,CLP_protease,20,200
AB000NASCU,CLP_protease,38,218
AB000NASCV,CLP_protease,20,192
AB000NBLT2,SDH_sah,57,120
AB000NBMEW,CLP_protease,26,205
AB000NBO5C,CLP_protease,74,204
AB000NBWPZ,CLP_protease,22,201
AB000NBWZG,CLP_protease,39,179
AB000NCB76,CLP_protease,8,180
AB000NCB77,CLP_protease,32,210
AB000NCQHD,CLP_protease,16,194
AB000NCQHE,CLP_protease,17,186
AB000NCRLD,CLP_protease,41,217
AB000NCRLE,CLP_protease,25,197
AB000NCSBB,CLP_protease,13,192
AB000NCTBA,CLP_protease,13,190
AB000ND67Z,CLP_protease,31,210
AB000ND6S7,CLP_protease,39,210
AB000NDAGR,CLP_protease,31,161
AB000NDANS,CLP_protease,47,221
AB000NDBTY,CLP_protease,20,200
AB000NDCXQ,CLP_protease,30,210
AB000NDCXR,CLP_protease,16,188
AB000NE1WV,CLP_protease,38,172
AB000NE20S,CLP_protease,13,192
AB000NEG3T,CLP_protease,17,194
AB000NEG3U,CLP_protease,15,185
AB000NEIAN,CLP_protease,22,199
AB000NEIAO,CLP_protease,9,180
AB000NFRB1,CLP_protease,20,201
AB000NFWX6,CLP_protease,42,220
AB000NFWX7,CLP_protease,12,184
AB000NGEDQ,CLP_protease,208,352
AB000NGEKT,CLP_protease,45,221
AB000NGTY8,CLP_protease,22,201
AB000NH4B0,CLP_protease,24,203
AB000NHC0W,CLP_protease,11,192
AB000NHCJN,CLP_protease,36,171
AB000NHT75,CLP_protease,54,228
AB000NHTVS,CLP_protease,37,168
AB000NHZ0W,CLP_protease,21,200
AB000NJOP5,CLP_protease,38,217
AB000NKMCP,CLP_protease,25,197
AB000NKMCQ,CLP_protease,31,210
AB000NKMY6,CLP_protease,17,193
AB000NKMY7,CLP_protease,27,196
AB000NLAL2,CLP_protease,16,188
AB000NLBUD,CLP_protease,29,208
AB000NLE3U,CLP_protease,12,186
AB000NLE3V,CLP_protease,24,200
AB000NLGM8,CLP_protease,13,181
AB000NLGM9,CLP_protease,15,194
AB000NLKOI,CLP_protease,23,202
AB000NLMFV,CLP_protease,13,186
AB000NLO3U,CLP_protease,38,213
AB000NLO3V,CLP_protease,12,186
AB000NLO8F,CLP_protease,16,194
AB000NLO8G,CLP_protease,15,185
AB000NN3U9,CLP_protease,20,198
AB000NN4Y3,CLP_protease,48,228
AB000NN4Y4,CLP_protease,16,189
AB000NN8BA,CLP_protease,15,195
AB000NN8BB,CLP_protease,30,201
AB000NOPQ8,CLP_protease,18,191
AB000NOPQ9,CLP_protease,24,202
AB000NOTQL,CLP_protease,35,215
AB000NOTQM,CLP_protease,20,193
AB000NOVA4,CLP_protease,15,195
AB000NOVA5,CLP_protease,30,201
AB000NP150,SDH_sah,69,128
AB000NP1DV,CLP_protease,39,209
AB000NP1RZ,CLP_protease,24,203
AB000NP39Z,CLP_protease,47,220
AB000NP3Q5,CLP_protease,22,201
AB000NPGST,CLP_protease,14,195
AB000NQ42Q,CLP_protease,31,161
AB000NQ4GP,CLP_protease,47,223
AB000NQEUQ,CLP_protease,13,192
AB000NSLL8,CLP_protease,13,192
AB000NSLWT,Mu-like_gpT,535,592
AB000NSLWT,SDH_sah,61,122
AB000NSMND,Mu-like_gpT,451,519
AB000NSMND,Mu-like_gpT,524,581
AB000NSMND,SDH_sah,54,115
AB000NTQ2D,CLP_protease,19,198
AB000NU8N2,CLP_protease,15,195
AB000NU8N3,CLP_protease,23,195
AB000NUBTV,CLP_protease,20,192
AB000NUBTW,CLP_protease,36,216
AB000NUCUD,CLP_protease,20,199
AB000NWHP9,CLP_protease,19,198
AB000NY2KZ,CLP_protease,22,200
AB000NY2OE,CLP_protease,25,199
AB000NYCWR,CLP_protease,19,192
AB000NYEEF,CLP_protease,29,208
AB000NYEFG,SDH_sah,65,138
AB000NYGV5,CLP_protease,13,191
AB000NYHD5,CLP_protease,10,187
AB000NYTDJ,CLP_protease,22,201
AB000NYU3O,CLP_protease,17,187
AB000NZF5B,CLP_protease,45,177
AB000NZF84,CLP_protease,22,201
AB000NZQSS,CLP_protease,8,181
AB000NZR4C,CLP_protease,47,223
AB000O051T,CLP_protease,16,189
AB000O051U,CLP_protease,37,217
AB000O06BK,CLP_protease,180,358
AB000O06TV,CLP_protease,15,195
AB000O06TW,CLP_protease,19,191
AB000O0SJT,CLP_protease,13,186
AB000O0SJU,CLP_protease,17,193
AB000O1YAO,CLP_protease,51,221
AB000O1YOI,SDH_sah,57,119
AB000O2009,CLP_protease,13,192
AB000O2013,CLP_protease,13,192
AB000O2JCT,CLP_protease,51,221
AB000O2KV9,SDH_sah,51,130
AB000O2L18,CLP_protease,13,192
AB000O2L1V,CLP_protease,13,192
AB000O40Y6,CLP_protease,44,223
AB000O41X8,CLP_protease,42,220
AB000O7HS5,CLP_protease,11,185
AB000O7HS6,CLP_protease,27,201
AB000O7HT9,CLP_protease,27,200
AB000O85W9,CLP_protease,12,191
AB000O872C,CLP_protease,13,192
AB000O87ED,SDH_sah,58,137
AB000O89RV,CLP_protease,29,162
AB000O8AL6,CLP_protease,13,192
AB000O8J3B,CLP_protease,22,201
AB000O8KCN,SDH_sah,36,123
AB000O940Z,CLP_protease,13,192
AB000OA2F2,CLP_protease,7,184
AB000OA3LX,CLP_protease,11,196
AB000OA3UT,CLP_protease,27,206
AB000OABH4,CLP_protease,25,197
AB000OABH5,CLP_protease,47,220
AB000OAI5R,CLP_protease,12,192
AB000OASYG,CLP_protease,22,201
AB000OAWU9,CLP_protease,35,208
AB000OAX2E,CLP_protease,19,198
AB000OB12I,CLP_protease,19,199
AB000OB1YE,CLP_protease,16,196
AB000ODO1Y,CLP_protease,33,204
AB000ODO1Z,CLP_protease,15,195
AB000ODPKW,CLP_protease,16,188
AB000ODPKX,CLP_protease,45,225
AB000ODQV3,CLP_protease,20,200
AB000OEDG0,CLP_protease,24,203
AB000OEUYQ,CLP_protease,55,229
AB000OEV70,CLP_protease,55,228
AB000OEZ23,CLP_protease,24,198
AB000OEZM0,CLP_protease,22,201
AB000OF5C1,CLP_protease,63,237
AB000OF71G,CLP_protease,52,225
AB000OFBD5,CLP_protease,21,200
AB000OFIZ6,CLP_protease,27,206
AB000OFL47,CLP_protease,20,199
AB000OFNUR,CLP_protease,30,206
AB000OFNUS,CLP_protease,18,192
AB000OHCL8,CLP_protease,26,198
AB000OHCL9,CLP_protease,37,212
AB000OHF6M,CLP_protease,28,202
AB000OHF6N,CLP_protease,25,201
AB000OHI8L,CLP_protease,45,221
AB000OHIMZ,CLP_protease,13,191
AB000OHVRJ,CLP_protease,12,191
AB000OHWJZ,CLP_protease,1,129
AB000OHX63,CLP_protease,13,192
AB000OHXC5,SDH_sah,70,128
AB000OKI01,SDH_sah,52,112
AB000OKIEZ,CLP_protease,13,192
AB000OKSCQ,CLP_protease,21,200
AB000OKTBK,CLP_protease,29,198
AB000OLG9F,CLP_protease,46,220
AB000OLG9G,CLP_protease,42,213
AB000OLH9B,CLP_protease,32,180
AB000OLKKW,CLP_protease,34,213
AB000OLKMG,CLP_protease,58,190
AB000OLY3Q,CLP_protease,15,193
AB000OLY81,CLP_protease,10,186
AB000OMH8D,SDH_sah,48,115
AB000OMVM3,CLP_protease,44,190
AB000OMVXH,CLP_protease,44,190
