id,domain,start,end
AB000ZPUAJ,.,73,74
AB000ZNY8Y,.,73,74
AB000ZOW3Q,.,73,74
AB00161JUC,.,73,74
AB001618GK,.,73,74
AB000ZOS9H,.,73,74
AB000ZQ7LM,.,73,74
AB000OPLU6,.,73,74
AB000B7KSE,.,73,74
AB000BXV5B,.,73,74
AB000ZO895,.,73,74
AB000ZP9XP,.,73,74
AB0004YIJC,.,73,74
AB000482L6,.,73,74
AB000ZT37H,.,73,74
AB000ZNQP1,.,73,74
AB000G3018,.,73,74
AB000ZQRWE,.,73,74
AB000Z9IRI,.,73,74
AB000ZPE5C,.,73,74
AB0017B21L,.,73,74
AB000ZSTUG,.,73,74
AB000ZQ33G,.,73,74
AB000VHZ1B,.,73,74
AB00033936,.,73,74
AB0001H3H4,.,73,74
AB0009XAVT,.,73,74
AB00070R1L,.,73,74
AB000ZR5YU,.,73,74
AB0018AUL1,.,73,74
AB001747HG,.,73,74
AB000ZRQV6,.,73,74
AB000ZNLOH,.,73,74
AB00153EXO,.,73,74
AB000ZRI7O,.,73,74
AB000I9SK7,.,73,74
AB000ZPKIU,.,73,74
AB000ZPXL9,.,73,74
AB000NLD90,.,73,74
AB000SZS0T,.,73,74
AB000ZRDZR,.,73,74
AB0009IL4A,.,73,74
AB00174PD8,.,73,74
AB00092DBO,.,73,74
AB000ZSG2T,.,73,74
AB000DKDW7,.,73,74
AB000H1H6Y,.,73,74
AB000YPQHG,.,73,74
AB0004FINZ,.,73,74
AB0017TAKK,.,73,74
AB0013YKLO,.,73,74
AB000I9YCX,.,73,74
AB0010ORCZ,.,73,74
AB000ISN7C,.,73,74
AB000SB753,.,73,74
AB0018LGMB,.,73,74
AB000KSQFZ,.,73,74
AB0010OKA0,.,73,74
AB0010ONHR,.,73,74
AB000H1KCO,.,73,74
AB000UOIDT,.,73,74
AB000C49S7,.,73,74
AB0001ALD7,.,73,74
AB000Q3L48,.,73,74
AB0008E5NT,.,73,74
AB000BAF2J,.,73,74
AB0005W30F,.,73,74
AB0017NVT9,.,73,74
AB0010OEOL,.,73,74
AB000SBA1C,.,73,74
AB0010XMJ9,.,73,74
AB0000YM9D,.,73,74
AB0015FHMF,.,73,74
AB000QRXJO,.,73,74
AB000CF1BY,.,73,74
AB0012MTXD,.,73,74
AB000RYGWO,.,73,74
AB0018AMKB,.,73,74
AB00175EAT,.,73,74
AB0005RFQ4,.,73,74
AB000NLOWD,.,73,74
AB0000UW9B,.,73,74
AB000U1F6H,.,73,74
AB000OGJRG,.,73,74
AB000K50FQ,.,73,74
AB00081CMK,.,73,74
AB0006XIEB,.,73,74
AB000OU8W8,.,73,74
AB000BB52J,.,73,74
AB000EN958,.,73,74
AB00016KNY,.,73,74
AB0002WMCC,.,73,74
AB000MLPSZ,.,73,74
AB0002O3H0,.,73,74
AB0002GPON,.,73,74
AB000OAOIG,.,73,74
AB000TGBWL,.,73,74
AB000UMHVN,.,73,74
AB001074BW,.,73,74
AB00040KAA,.,73,74
AB0011EMG9,.,73,74
AB0001M8QW,.,73,74
AB0014FDOS,.,73,74
AB000R2MYX,.,73,74
AB00030IE9,.,73,74
AB000UOPZU,.,73,74
AB000PYKZN,.,73,74
AB000XY90I,.,73,74
AB0017XJWD,.,73,74
AB000Y4M5M,.,73,74
AB000OFMWC,.,73,74
AB0003JTCS,.,73,74
AB000MCKEM,.,73,74
AB0002KRI4,.,"AB0002KRI4     73
AB0002KRI4    134
Name: targ_dom_pos, dtype: int64","AB0002KRI4     74
AB0002KRI4    135
Name: targ_dom_pos, dtype: int64"
AB0002KRI4,.,"AB0002KRI4     73
AB0002KRI4    134
Name: targ_dom_pos, dtype: int64","AB0002KRI4     74
AB0002KRI4    135
Name: targ_dom_pos, dtype: int64"
AB00152B5P,.,73,74
AB0010M0TC,.,73,74
AB000UN5I7,.,73,74
AB0010M6RK,.,73,74
AB0010M4N9,.,73,74
AB000NQNV7,.,73,74
AB00134DG4,.,73,74
AB0001NA59,.,73,74
AB0005MN78,.,73,74
AB0004OCCN,.,73,74
AB00055DKU,.,73,74
AB000LTQEM,.,73,74
AB000LTZDC,.,73,74
AB0001HA5Y,.,73,74
AB0002P3DO,.,73,74
AB0016YZVG,.,73,74
AB000UONJ5,.,73,74
AB000XKGG5,.,73,74
AB000OOA3Z,.,73,74
AB0003FKZI,.,73,74
AB0001CLN4,.,73,74
AB000QRLAZ,.,73,74
AB000UUJ5W,.,73,74
AB0012SK0Q,.,73,74
AB0015PUWT,.,73,74
AB000HTZYS,.,73,74
AB0004GHU9,.,73,74
AB000NQLI3,.,73,74
AB0004FF54,.,73,74
AB0002B01I,.,73,74
AB000P59J0,.,73,74
AB0001N87C,.,73,74
AB000CXVFA,.,73,74
AB000JU8P4,.,73,74
AB0016O48K,.,73,74
AB000YG617,.,73,74
AB000G0AL9,.,73,74
AB000ENG51,.,73,74
AB0005DSSP,.,73,74
AB0010KMCG,.,73,74
AB000TTFW9,.,73,74
AB0009HBOM,.,73,74
AB000VREHJ,.,73,74
AB000UNNAC,.,73,74
AB00026TGZ,.,73,74
AB000CWF4M,.,73,74
AB000ADKJ8,.,"AB000ADKJ8     73
AB000ADKJ8    131
Name: targ_dom_pos, dtype: int64","AB000ADKJ8     74
AB000ADKJ8    132
Name: targ_dom_pos, dtype: int64"
AB000ADKJ8,.,"AB000ADKJ8     73
AB000ADKJ8    131
Name: targ_dom_pos, dtype: int64","AB000ADKJ8     74
AB000ADKJ8    132
Name: targ_dom_pos, dtype: int64"
AB000WV6IQ,.,73,74
AB000O03MN,.,73,74
AB0002JF5G,.,73,74
AB0010Y25U,.,73,74
AB000MSKP9,.,73,74
AB000VRK3R,.,73,74
AB000VX9OQ,.,73,74
AB000GBR7P,.,73,74
AB000UVBBV,.,73,74
AB0007W7VD,.,73,74
AB000ZMIQM,.,73,74
AB000SQZWF,.,73,74
AB000QOB58,.,73,74
AB000VXFTS,.,73,74
AB000KPKC9,.,73,74
AB000JEG37,.,73,74
AB000VVK4V,.,73,74
AB000ODOEI,.,73,74
AB0010K420,.,73,74
AB0000UP1R,.,"AB0000UP1R     73
AB0000UP1R    131
Name: targ_dom_pos, dtype: int64","AB0000UP1R     74
AB0000UP1R    132
Name: targ_dom_pos, dtype: int64"
AB0000UP1R,.,"AB0000UP1R     73
AB0000UP1R    131
Name: targ_dom_pos, dtype: int64","AB0000UP1R     74
AB0000UP1R    132
Name: targ_dom_pos, dtype: int64"
AB000TCDI6,.,73,74
AB000QH9MF,.,73,74
AB0011ITJH,.,73,74
AB0004YR30,.,73,74
AB0015M4GO,.,73,74
AB000IS2CM,.,73,74
AB000VXWNL,.,73,74
AB000B7HPL,.,73,74
AB000NDDJO,.,73,74
AB0014F9XL,.,73,74
AB000VXQGW,.,73,74
AB000VRPTH,.,73,74
AB000RBKZB,.,73,74
AB000VYH43,.,73,74
AB000VQLW5,.,73,74
AB0015QV8B,.,73,74
AB0015GZTX,.,73,74
AB000YIMYB,.,73,74
AB000MJ3NU,.,73,74
AB000HWQOH,.,73,74
AB0007EVT8,.,73,74
AB000WISD8,.,73,74
AB000VVTZE,.,73,74
AB0012SCAD,.,73,74
AB0012ROTY,.,73,74
AB000VWQQ8,.,73,74
AB0014H9EQ,.,73,74
AB0010Y9VL,.,73,74
AB000UKVUI,.,73,74
AB000UKNF5,.,73,74
AB0003033U,.,73,74
AB0010PLLE,.,73,74
AB000U7TCF,.,73,74
AB0008KHT5,.,73,74
AB0012Y4ST,.,73,74
AB000ZJ2TF,.,73,74
AB000VX277,.,73,74
AB000QD2GA,.,73,74
AB000NOUX1,.,73,74
AB000WKJNS,.,73,74
AB0012S7VL,.,73,74
AB0011K9MB,.,73,74
AB000TH7RJ,.,73,74
AB000FEVRR,.,73,74
AB0002LC9V,.,73,74
AB0006XZS8,.,73,74
AB0015R125,.,73,74
AB000WS9QN,.,73,74
AB00137B4P,.,73,74
AB000Y3F3V,.,73,74
AB000VWBGO,.,73,74
AB000NANQ3,.,73,74
AB000JK3ND,.,73,74
AB000EMZFP,.,73,74
AB0008I0RV,.,73,74
AB000FXDOM,.,73,74
AB000BPX3M,.,73,74
AB000BEH24,.,73,74
AB000A2IYM,.,73,74
AB00097CMW,.,73,74
AB0012S1VJ,.,73,74
AB000BLI5T,.,73,74
AB000NN5JR,.,73,74
AB000VWVLB,.,73,74
AB0011HK72,.,73,74
AB000YEV8N,.,73,74
AB000OJVQ8,.,73,74
AB000FIIG6,.,73,74
AB000P16CL,.,73,74
AB0013D6UR,.,73,74
AB0002RHC5,.,73,74
AB00179QC2,.,73,74
AB000YL7QP,.,73,74
AB0007L8KQ,.,73,74
AB000YK2IK,.,73,74
AB000FC6S9,.,73,74
AB0000UQQV,.,73,74
AB0010R89M,.,73,74
AB000Z9YHN,.,73,74
AB000KJZH1,.,73,74
AB000BOD40,.,73,74
AB000MVRH6,.,73,74
AB000YOT0P,.,73,74
AB000VQEQE,.,73,74
AB0007ZJJK,.,73,74
AB0015OVDP,.,73,74
AB000RY666,.,73,74
AB0016O0PN,.,73,74
AB000MV8WL,.,73,74
AB001504C1,.,73,74
AB00028FGG,.,73,74
AB0012TDY0,.,73,74
AB000Q9S9X,.,73,74
AB00072M1F,.,73,74
AB000JP02O,.,73,74
AB000VWLB7,.,73,74
AB0002ZO3Y,.,73,74
AB0003OGZI,.,73,74
AB000Q9MGR,.,73,74
AB000KLWZV,.,73,74
AB0007E1OO,.,73,74
AB0015IQ6W,.,73,74
AB0015007I,.,73,74
AB000E85VO,.,73,74
AB00045RAT,.,73,74
AB0000XO44,.,73,74
AB000VVP1E,.,73,74
AB000OS4PF,.,73,74
AB0007XFHW,.,73,74
AB00054YMG,.,73,74
AB000YRL7Z,.,73,74
AB000VVYY6,.,73,74
AB000Q8AVT,.,73,74
AB000G0NYW,.,73,74
AB000MA21K,.,73,74
AB0008JXPK,.,73,74
AB000QKYFB,.,73,74
AB000NAT2G,.,73,74
AB000S8UHQ,.,73,74
AB000N4I4Q,.,73,74
AB000FXP6J,.,73,74
AB000JHB95,.,73,74
AB0012T52J,.,73,74
AB000JHYMO,.,73,74
AB000PFN77,.,73,74
AB0003XQMF,.,73,74
AB000WKB49,.,73,74
AB000ZV1R7,.,73,74
AB000VQXOC,.,73,74
AB0013AND2,.,73,74
AB000FX7SK,.,73,74
AB000TM5KA,.,73,74
AB000O7H6F,.,73,74
AB000245XY,.,73,74
AB0014I187,.,73,74
AB000VWFGP,.,73,74
AB0004VNH6,.,73,74
AB00158NBI,.,73,74
AB000HKECI,.,73,74
AB00048KND,.,73,74
AB000FE1IE,.,73,74
AB000WR3BB,.,73,74
AB000S8QBQ,.,73,74
AB0015405Z,.,73,74
AB0014I6KX,.,73,74
AB0012SMN6,.,73,74
AB000WUGQJ,.,73,74
AB000CFCHW,.,73,74
AB000VXKI4,.,73,74
AB000I6NSM,.,73,74
AB0015HOK1,.,73,74
AB000N8XQV,.,73,74
AB000FMPX2,.,73,74
AB00026B2R,.,73,74
AB000XHR0Z,.,73,74
AB00027SYV,.,73,74
AB0010ZJ0L,.,73,74
AB0011OTY5,.,73,74
AB0002GY63,.,73,74
AB00027RSL,.,73,74
AB000Q82MM,.,73,74
AB0003D3WU,.,73,74
AB0004JCUA,.,73,74
AB0006JZDP,.,73,74
AB000JHE69,.,73,74
AB000CE7G3,.,73,74
AB0009PKV4,.,73,74
AB0005FA82,.,73,74
AB0003DPMP,.,73,74
AB000HPS7X,.,73,74
AB000JVXVZ,.,73,74
AB0007YW7A,.,73,74
AB000HPAHP,.,73,74
AB000EC6YI,.,73,74
AB000EC2AZ,.,73,74
AB0009ENWZ,.,73,74
AB0009EX7J,.,73,74
AB000HPSO5,.,73,74
AB00056B6V,.,73,74
AB000LATPI,.,73,74
AB000D0F6W,.,73,74
AB0005WFF9,.,73,74
AB0012RK0K,.,73,74
AB000WSX8B,.,73,74
AB000FXUG7,.,73,74
AB000RXDN8,.,73,74
AB0009ASRH,.,73,74
AB0004JN6S,.,73,74
AB000W8ODR,.,73,74
AB000W8NY6,.,73,74
AB000FPCE2,.,73,74
AB0003BL2G,.,73,74
AB0012SWCT,.,73,74
AB00029PFZ,.,73,74
AB0016LZT1,.,73,74
AB000OHD13,.,73,74
AB000205WY,.,73,74
AB0015X1VB,.,73,74
AB000TD9YY,.,73,74
AB000OHE02,.,73,74
AB0016U2A1,.,73,74
AB000MXEVF,.,73,74
AB00076HP0,.,73,74
AB000ND875,.,73,74
AB000RWFIT,.,73,74
AB0009FX8D,.,"AB0009FX8D     73
AB0009FX8D    132
Name: targ_dom_pos, dtype: int64","AB0009FX8D     74
AB0009FX8D    133
Name: targ_dom_pos, dtype: int64"
AB0009FX8D,.,"AB0009FX8D     73
AB0009FX8D    132
Name: targ_dom_pos, dtype: int64","AB0009FX8D     74
AB0009FX8D    133
Name: targ_dom_pos, dtype: int64"
AB000XO3VU,.,73,74
AB000XBYVK,.,73,74
AB000NCRJH,.,73,74
AB0009CXP3,.,73,74
AB000XP347,.,73,74
AB000TR4C2,.,73,74
AB0011NLKU,.,73,74
AB000GIDMG,.,73,74
AB0014KI32,.,73,74
AB0003L0WT,.,73,74
AB000BGDZK,.,73,74
AB00029XL7,.,73,74
AB000TDAEE,.,73,74
AB000JVQN8,.,73,74
AB000XPB9S,.,73,74
AB000HKPIC,.,73,74
AB0017XGUM,.,73,74
AB000ZEW3B,.,73,74
AB0018CNLY,.,73,74
AB00117TUY,.,73,74
AB000XUB4L,.,73,74
AB000RJH5L,.,73,74
AB000K5GMJ,.,73,74
AB000W4SMS,.,"AB000W4SMS     73
AB000W4SMS    132
Name: targ_dom_pos, dtype: int64","AB000W4SMS     74
AB000W4SMS    133
Name: targ_dom_pos, dtype: int64"
AB000W4SMS,.,"AB000W4SMS     73
AB000W4SMS    132
Name: targ_dom_pos, dtype: int64","AB000W4SMS     74
AB000W4SMS    133
Name: targ_dom_pos, dtype: int64"
AB00076AFT,.,73,74
AB000U6X05,.,73,74
AB000V5LLZ,.,73,74
AB000TS0DO,.,73,74
AB0011Z2EG,.,73,74
AB000V5BYD,.,73,74
AB0013JU9W,.,73,74
AB0013JW97,.,73,74
AB000U1OKZ,.,73,74
AB000RUSTF,.,73,74
AB00049B05,.,73,74
AB000YKMQS,.,73,74
AB000RW0QO,.,73,74
AB00094TO6,.,73,74
AB000XHSWJ,.,73,74
AB0017AU1C,.,73,74
AB000C3WJX,.,73,74
AB000DAP23,.,73,74
AB0010M86R,.,73,74
AB00107D4J,.,73,74
AB00023O6E,.,73,74
AB0010D761,.,73,74
AB00193ZCS,.,83,84
AB0006754V,.,73,74
AB0013G4HH,.,73,74
AB000UNCBP,.,73,74
AB000F7BDO,.,73,74
AB000SR3X6,.,73,74
AB000I6Z7L,.,73,74
AB00138BL4,.,73,74
AB000AJHCW,.,73,74
AB00026H9T,.,73,74
AB0008NDWB,.,73,74
AB0018FYF6,.,73,74
AB000QDUQO,.,73,74
AB0018F0JE,.,73,74
AB000A15IL,.,73,74
AB000TDAR5,.,73,74
AB00098SVA,.,73,74
AB000437BA,.,73,74
AB000UW3JM,.,73,74
AB0004Z24Q,.,73,74
AB0008NFLH,.,73,74
AB000ONO2C,.,73,74
AB0005X3TR,.,73,74
AB000M44BC,.,73,74
AB00098TDV,.,73,74
AB0018DEFZ,.,73,74
AB0018GZ0R,.,73,74
AB000QRNP4,.,73,74
AB0004GDQA,.,73,74
AB000CMEMB,.,73,74
AB000BZ22H,.,73,74
AB0003CPEE,.,73,74
AB000VUSP4,.,73,74
AB000IGN6C,.,73,74
AB0016TWGP,.,74,75
AB000IGCUL,.,73,74
AB000M9XF7,.,67,68
AB000TGT6V,.,73,74
AB000EHBWD,.,73,74
AB0017LJ1D,.,73,74
AB000EICZV,.,73,74
AB000IF0L1,.,73,74
AB00112M2W,.,73,74
AB0015RXB6,.,73,74
AB0014DFOX,.,73,74
AB000E87QH,.,71,72
AB00150F0D,.,73,74
AB000I9HN1,.,73,74
AB0007W7FD,.,74,75
AB0017565I,.,73,74
AB0014F4E4,.,73,74
AB000QAI3R,.,73,74
AB0018E7BF,.,73,74
AB0003B4A0,.,72,73
AB0018TL65,.,73,74
AB000FP5U2,.,73,74
AB0002AQ9P,.,73,74
AB000JSQA9,.,73,74
AB0016BZTH,.,73,74
AB0003NBQL,.,73,74
AB0008U89E,.,72,73
AB0014F2TI,.,73,74
AB000WSULE,.,71,72
AB0018AKJI,.,73,74
AB000DCF6I,.,73,74
AB0002AUIB,.,73,74
AB00088G8H,.,73,74
AB00024COU,.,75,76
AB000AF7U5,.,73,74
AB00151AEN,.,71,72
AB0010FJ9T,.,73,74
AB0016ZPJV,.,73,74
AB000OB0FP,.,73,74
AB00068NMG,.,72,73
AB0000VCK3,.,74,75
AB000UL0UW,.,73,74
AB000XXX5W,.,77,78
AB000FBTP6,.,72,73
AB000M0169,.,73,74
AB000MXGJD,.,73,74
AB000UN2HZ,.,73,74
AB0000P7OL,.,72,73
AB0005JCDN,.,72,73
AB00019WGG,.,72,73
AB000QN9ZG,.,73,74
AB0004SKRB,.,72,73
AB000SB50D,.,74,75
AB0004RLN4,.,72,73
AB0004RMEB,.,72,73
AB0004RCPK,.,72,73
AB000QJYIF,.,72,73
AB000G0R2X,.,72,73
AB0004RQDJ,.,72,73
AB0004SNLR,.,72,73
AB0001GA8R,.,72,73
AB0002QP61,.,72,73
AB000ICLHA,.,72,73
AB0015G9BU,.,72,73
AB0008FGU1,.,72,73
AB001106LI,.,72,73
AB000M1YHC,.,72,73
AB00110ZX7,.,72,73
AB000ICU1O,.,72,73
AB0004S6OF,.,72,73
AB00136T9D,.,72,73
AB000AIFDV,.,72,73
AB0004QWKZ,.,72,73
AB0004SCK2,.,72,73
AB0012ITFH,.,72,73
AB000ICXJH,.,72,73
AB0001ZCML,.,72,73
AB000107YN,.,72,73
AB000ICZSE,.,72,73
AB00020CRT,.,72,73
AB00157BTD,.,72,73
AB0004SPUF,.,72,73
AB0001MSC8,.,72,73
AB0004R5D1,.,72,73
AB000D6XOT,.,72,73
AB0007FEAA,.,72,73
AB000FTUPP,.,72,73
AB0004S94X,.,72,73
AB000ID7J5,.,72,73
AB000IAEGE,.,72,73
AB000UWDYD,.,72,73
AB001582V0,.,72,73
AB0004SX7Q,.,72,73
AB0004RGPQ,.,72,73
AB0005IQI0,.,72,73
AB001584G9,.,72,73
AB000AI90E,.,72,73
AB00156YIX,.,72,73
AB000AIK3D,.,72,73
AB000OA364,.,72,73
AB000Q7MQY,.,72,73
AB00015Z78,.,72,73
AB000QMP56,.,72,73
AB0007K43N,.,72,73
AB0004RFM8,.,72,73
AB0016W7KC,.,72,73
AB00157RV2,.,72,73
AB00013R77,.,72,73
AB0011YNVB,.,72,73
AB0004RY9E,.,72,73
AB0015B2UW,.,72,73
AB000DIK70,.,72,73
AB00157DDU,.,72,73
AB00157527,.,72,73
AB000W5UJ0,.,72,73
AB000WSTB8,.,72,73
AB00029N1N,.,72,73
AB000OE3QP,.,72,73
AB00026V3H,.,72,73
AB000XHDUO,.,74,75
AB0001LUSU,.,72,73
AB00010DP5,.,72,73
AB000R9QYQ,.,73,74
AB000UPZT2,.,73,74
AB000BISIT,.,73,74
AB0001YU9O,.,76,77
AB00028KJT,.,73,74
AB00014X39,.,73,74
AB000CTP19,.,73,74
AB000I9V1S,.,71,72
AB000F8256,.,74,75
AB000GIG96,.,74,75
AB0001T8X9,.,73,74
AB000W9L19,.,76,77
AB0007G11S,.,73,74
AB000V43FP,.,73,74
AB0003KHIT,.,72,73
AB000OGD0X,.,73,74
AB0006GH1Q,.,72,73
AB000HFDU4,.,73,74
AB0002MTJD,.,72,73
AB0002OMHW,.,73,74
AB0010C8D2,.,73,74
AB0009R283,.,73,74
AB000T33AH,.,73,74
AB0010Z2IX,.,73,74
AB0002A3TU,.,79,80
AB0001V6LT,.,74,75
AB0016KRK7,.,73,74
AB0003TIOX,.,76,77
AB000ZDIQ3,.,73,74
AB000E0YQV,.,73,74
AB000I7NAQ,.,72,73
AB000TJ11T,.,73,74
AB0004XD12,.,73,74
AB000NRF80,.,73,74
AB0002A0EE,.,76,77
AB0003O39I,.,74,75
AB0009AA16,.,73,74
AB0004SHGY,.,73,74
AB0006F5UJ,.,73,74
AB00023FIJ,.,73,74
AB000C404P,.,72,73
AB0005EA7V,.,73,74
AB000B9KLE,.,73,74
AB000BESWR,.,73,74
AB000ZPMIV,.,73,74
AB000QCU2U,.,73,74
AB000TSKPJ,.,73,74
AB0003KXOH,.,71,72
AB0005NSKM,.,73,74
AB0004LLHP,.,73,74
AB0005WKLG,.,157,158
AB0002WQYA,.,"AB0002WQYA     73
AB0002WQYA    152
Name: targ_dom_pos, dtype: int64","AB0002WQYA     74
AB0002WQYA    153
Name: targ_dom_pos, dtype: int64"
AB0002WQYA,.,"AB0002WQYA     73
AB0002WQYA    152
Name: targ_dom_pos, dtype: int64","AB0002WQYA     74
AB0002WQYA    153
Name: targ_dom_pos, dtype: int64"
AB000VD65P,.,74,75
AB000HO3WB,.,73,74
AB001770K7,.,73,74
AB00103CH2,.,73,74
AB000RD8B8,.,73,74
AB0001PQEL,.,73,74
AB000IWR4R,.,75,76
AB000D1EKD,.,72,73
AB0006ISY4,.,75,76
AB0017OB3S,.,73,74
AB000YVOUU,.,"AB000YVOUU     75
AB000YVOUU    151
Name: targ_dom_pos, dtype: int64","AB000YVOUU     76
AB000YVOUU    152
Name: targ_dom_pos, dtype: int64"
AB000YVOUU,.,"AB000YVOUU     75
AB000YVOUU    151
Name: targ_dom_pos, dtype: int64","AB000YVOUU     76
AB000YVOUU    152
Name: targ_dom_pos, dtype: int64"
AB0003IA59,.,73,74
AB000VFWBY,.,74,75
AB000M2PX5,.,73,74
AB000B5PNE,.,73,74
AB0011NTIA,.,74,75
AB000V7PA8,.,74,75
AB000B5KB9,.,74,75
AB0004PE3Z,.,72,73
AB0001NR15,.,74,75
AB000XA35T,.,73,74
AB000NBQ0W,.,76,77
AB0004LKW4,.,75,76
AB000WHRWI,.,73,74
AB000HRL2W,.,73,74
AB0004SAO8,.,71,72
AB0002KEWI,.,73,74
AB0002X4TD,.,73,74
AB0018OTL6,.,74,75
AB000MCVT0,.,75,76
AB000CXSNT,.,"AB000CXSNT     74
AB000CXSNT    150
Name: targ_dom_pos, dtype: int64","AB000CXSNT     75
AB000CXSNT    151
Name: targ_dom_pos, dtype: int64"
AB000CXSNT,.,"AB000CXSNT     74
AB000CXSNT    150
Name: targ_dom_pos, dtype: int64","AB000CXSNT     75
AB000CXSNT    151
Name: targ_dom_pos, dtype: int64"
AB00019X7T,.,72,73
AB000F9FVW,.,73,74
AB000EMQ16,.,73,74
AB000B5CBJ,.,73,74
AB000FDW65,.,73,74
AB00019WQ0,.,"AB00019WQ0     72
AB00019WQ0    230
AB00019WQ0    153
Name: targ_dom_pos, dtype: int64","AB00019WQ0     73
AB00019WQ0    231
AB00019WQ0    154
Name: targ_dom_pos, dtype: int64"
AB00019WQ0,.,"AB00019WQ0     72
AB00019WQ0    230
AB00019WQ0    153
Name: targ_dom_pos, dtype: int64","AB00019WQ0     73
AB00019WQ0    231
AB00019WQ0    154
Name: targ_dom_pos, dtype: int64"
AB00019WQ0,.,"AB00019WQ0     72
AB00019WQ0    230
AB00019WQ0    153
Name: targ_dom_pos, dtype: int64","AB00019WQ0     73
AB00019WQ0    231
AB00019WQ0    154
Name: targ_dom_pos, dtype: int64"
AB000V9IHU,.,73,74
AB0003YVI4,.,73,74
AB000ADO0O,.,"AB000ADO0O     74
AB000ADO0O    150
Name: targ_dom_pos, dtype: int64","AB000ADO0O     75
AB000ADO0O    151
Name: targ_dom_pos, dtype: int64"
AB000ADO0O,.,"AB000ADO0O     74
AB000ADO0O    150
Name: targ_dom_pos, dtype: int64","AB000ADO0O     75
AB000ADO0O    151
Name: targ_dom_pos, dtype: int64"
AB0002RFAV,.,"AB0002RFAV     74
AB0002RFAV    150
Name: targ_dom_pos, dtype: int64","AB0002RFAV     75
AB0002RFAV    151
Name: targ_dom_pos, dtype: int64"
AB0002RFAV,.,"AB0002RFAV     74
AB0002RFAV    150
Name: targ_dom_pos, dtype: int64","AB0002RFAV     75
AB0002RFAV    151
Name: targ_dom_pos, dtype: int64"
AB00027A6K,.,72,73
AB000V9QA4,.,73,74
AB0003BAMO,.,73,74
AB0007JYYX,.,73,74
AB000FIKQ8,.,"AB000FIKQ8     74
AB000FIKQ8    150
Name: targ_dom_pos, dtype: int64","AB000FIKQ8     75
AB000FIKQ8    151
Name: targ_dom_pos, dtype: int64"
AB000FIKQ8,.,"AB000FIKQ8     74
AB000FIKQ8    150
Name: targ_dom_pos, dtype: int64","AB000FIKQ8     75
AB000FIKQ8    151
Name: targ_dom_pos, dtype: int64"
AB0004SP0G,.,71,72
AB000484T5,.,74,75
AB0006YRIE,.,75,76
AB0004RVKC,.,72,73
AB000107YR,.,"AB000107YR     70
AB000107YR    144
Name: targ_dom_pos, dtype: int64","AB000107YR     71
AB000107YR    145
Name: targ_dom_pos, dtype: int64"
AB000107YR,.,"AB000107YR     70
AB000107YR    144
Name: targ_dom_pos, dtype: int64","AB000107YR     71
AB000107YR    145
Name: targ_dom_pos, dtype: int64"
AB000AVA2Y,.,73,74
AB0002OOE1,.,73,74
AB0015G849,.,72,73
AB00102S3Q,.,73,74
AB0000MV11,.,"AB0000MV11     75
AB0000MV11    151
Name: targ_dom_pos, dtype: int64","AB0000MV11     76
AB0000MV11    152
Name: targ_dom_pos, dtype: int64"
AB0000MV11,.,"AB0000MV11     75
AB0000MV11    151
Name: targ_dom_pos, dtype: int64","AB0000MV11     76
AB0000MV11    152
Name: targ_dom_pos, dtype: int64"
AB000WF1IM,.,"AB000WF1IM     73
AB000WF1IM    137
Name: targ_dom_pos, dtype: int64","AB000WF1IM     74
AB000WF1IM    138
Name: targ_dom_pos, dtype: int64"
AB000WF1IM,.,"AB000WF1IM     73
AB000WF1IM    137
Name: targ_dom_pos, dtype: int64","AB000WF1IM     74
AB000WF1IM    138
Name: targ_dom_pos, dtype: int64"
AB0002VJM2,.,73,74
AB000M1WNP,.,72,73
AB000F97ZG,.,73,74
AB0013D8A2,.,"AB0013D8A2     70
AB0013D8A2    219
AB0013D8A2    148
Name: targ_dom_pos, dtype: int64","AB0013D8A2     71
AB0013D8A2    220
AB0013D8A2    149
Name: targ_dom_pos, dtype: int64"
AB0013D8A2,.,"AB0013D8A2     70
AB0013D8A2    219
AB0013D8A2    148
Name: targ_dom_pos, dtype: int64","AB0013D8A2     71
AB0013D8A2    220
AB0013D8A2    149
Name: targ_dom_pos, dtype: int64"
AB0013D8A2,.,"AB0013D8A2     70
AB0013D8A2    219
AB0013D8A2    148
Name: targ_dom_pos, dtype: int64","AB0013D8A2     71
AB0013D8A2    220
AB0013D8A2    149
Name: targ_dom_pos, dtype: int64"
AB00173PIQ,.,73,74
AB000E6XLN,.,"AB000E6XLN     73
AB000E6XLN    151
Name: targ_dom_pos, dtype: int64","AB000E6XLN     74
AB000E6XLN    152
Name: targ_dom_pos, dtype: int64"
AB000E6XLN,.,"AB000E6XLN     73
AB000E6XLN    151
Name: targ_dom_pos, dtype: int64","AB000E6XLN     74
AB000E6XLN    152
Name: targ_dom_pos, dtype: int64"
AB000QJNY1,.,73,74
AB0017EBL0,.,73,74
AB000Y11AJ,.,75,76
AB000TM210,.,"AB000TM210     72
AB000TM210    150
Name: targ_dom_pos, dtype: int64","AB000TM210     73
AB000TM210    151
Name: targ_dom_pos, dtype: int64"
AB000TM210,.,"AB000TM210     72
AB000TM210    150
Name: targ_dom_pos, dtype: int64","AB000TM210     73
AB000TM210    151
Name: targ_dom_pos, dtype: int64"
AB0006FGDS,.,72,73
AB0014F66Q,.,73,74
AB0001BA6J,.,75,76
